text
"符聖珍老師的微積分課程difficult分數為93.27,busy分數為94.69,low分數為85.48,high分數為95.84,easy分數為94.12,interesting分數為97.74,clear分數為97.64,implicit分數為97.2,heavy分數為94.78,boring分數為78.45,thoughtful分數為97.79,sweet分數為96.62,hard分數為96.07,cold分數為89.22."
"洪芷漪老師的微積分（理工）課程difficult分數為87.28,busy分數為76.65,low分數為64.8,high分數為36.5,easy分數為6.97,interesting分數為60.04,clear分數為16.7,implicit分數為30.91,heavy分數為71.74,boring分數為30.59,thoughtful分數為63.11,sweet分數為27.73,hard分數為85.48,cold分數為36.82."
"洪芷漪老師的微積分甲課程difficult分數為92.0,busy分數為92.82,low分數為75.77,high分數為82.29,easy分數為61.37,interesting分數為95.28,clear分數為92.34,implicit分數為90.15,heavy分數為87.93,boring分數為51.99,thoughtful分數為93.86,sweet分數為76.77,hard分數為92.43,cold分數為84.4."
"林俊良老師的微積分甲課程difficult分數為63.54,busy分數為74.92,low分數為65.91,high分數為75.8,easy分數為67.31,interesting分數為91.65,clear分數為92.93,implicit分數為92.4,heavy分數為68.07,boring分數為18.14,thoughtful分數為94.34,sweet分數為88.16,hard分數為53.1,cold分數為75.25."
"曾睿彬老師的微積分甲課程difficult分數為80.91,busy分數為72.81,low分數為47.74,high分數為67.6,easy分數為63.89,interesting分數為91.15,clear分數為94.56,implicit分數為94.28,heavy分數為67.78,boring分數為24.79,thoughtful分數為96.78,sweet分數為85.05,hard分數為73.68,cold分數為69.48."
"俞讚城老師的微積分甲課程difficult分數為90.83,busy分數為95.02,low分數為83.86,high分數為93.08,easy分數為80.56,interesting分數為97.33,clear分數為96.69,implicit分數為97.18,heavy分數為95.25,boring分數為77.99,thoughtful分數為97.99,sweet分數為96.92,hard分數為92.14,cold分數為93.93."
"蔡炎龍老師的微積分甲課程difficult分數為82.52,busy分數為60.56,low分數為33.56,high分數為53.79,easy分數為52.53,interesting分數為98.87,clear分數為95.84,implicit分數為31.04,heavy分數為39.91,boring分數為42.93,thoughtful分數為96.03,sweet分數為96.36,hard分數為74.08,cold分數為13.66."
"張宜武老師的微積分甲課程difficult分數為97.14,busy分數為92.33,low分數為67.3,high分數為37.51,easy分數為7.75,interesting分數為95.99,clear分數為80.38,implicit分數為74.61,heavy分數為82.14,boring分數為3.69,thoughtful分數為91.06,sweet分數為90.08,hard分數為96.46,cold分數為51.03."
"陳隆奇老師的微積分甲課程difficult分數為96.8,busy分數為95.54,low分數為82.96,high分數為35.24,easy分數為2.59,interesting分數為88.27,clear分數為28.52,implicit分數為57.29,heavy分數為73.1,boring分數為4.24,thoughtful分數為73.67,sweet分數為21.09,hard分數為95.66,cold分數為40.85."
"黃淑真老師的學術英文：寫作與口說（一）課程difficult分數為93.81,busy分數為77.67,low分數為41.72,high分數為97.13,easy分數為30.81,interesting分數為98.35,clear分數為97.93,implicit分數為90.6,heavy分數為69.32,boring分數為2.84,thoughtful分數為99.0,sweet分數為95.91,hard分數為88.99,cold分數為41.51."
"戚大為老師的學術英文：寫作與口說（一）課程difficult分數為95.99,busy分數為47.23,low分數為99.66,high分數為1.11,easy分數為1.61,interesting分數為5.94,clear分數為35.14,implicit分數為96.69,heavy分數為86.72,boring分數為80.88,thoughtful分數為6.3,sweet分數為0.22,hard分數為94.41,cold分數為98.33."
"謝思蕾老師的學術英文：寫作與口說（一）課程difficult分數為45.81,busy分數為20.54,low分數為3.0,high分數為66.05,easy分數為5.68,interesting分數為94.87,clear分數為92.81,implicit分數為59.75,heavy分數為47.18,boring分數為0.06,thoughtful分數為97.93,sweet分數為95.67,hard分數為39.08,cold分數為1.66."
"侯雲舒老師的國文（一）課程difficult分數為81.2,busy分數為54.13,low分數為26.3,high分數為95.62,easy分數為89.08,interesting分數為99.92,clear分數為99.45,implicit分數為91.64,heavy分數為21.98,boring分數為0.23,thoughtful分數為99.35,sweet分數為99.51,hard分數為66.82,cold分數為20.94."
"鄭文惠老師的國文－古典詩選讀課程difficult分數為90.51,busy分數為87.83,low分數為83.35,high分數為87.44,easy分數為67.06,interesting分數為92.98,clear分數為88.7,implicit分數為89.38,heavy分數為90.45,boring分數為59.74,thoughtful分數為91.04,sweet分數為73.44,hard分數為87.01,cold分數為84.1."
"侯雅文老師的國文－古典詩選讀課程difficult分數為93.13,busy分數為97.0,low分數為89.47,high分數為96.64,easy分數為93.64,interesting分數為97.57,clear分數為97.79,implicit分數為98.11,heavy分數為95.49,boring分數為67.44,thoughtful分數為97.85,sweet分數為95.89,hard分數為92.81,cold分數為90.47."
"蔡妙真老師的國文－古典小說選讀課程difficult分數為44.12,busy分數為57.09,low分數為32.36,high分數為74.68,easy分數為26.77,interesting分數為83.27,clear分數為72.6,implicit分數為81.87,heavy分數為56.56,boring分數為7.82,thoughtful分數為85.81,sweet分數為71.67,hard分數為42.12,cold分數為32.4."
"侯雲舒老師的國文－古典戲曲選讀課程difficult分數為75.22,busy分數為88.31,low分數為73.72,high分數為94.32,easy分數為62.31,interesting分數為97.23,clear分數為98.2,implicit分數為93.3,heavy分數為81.87,boring分數為41.36,thoughtful分數為97.35,sweet分數為95.05,hard分數為64.51,cold分數為74.67."
"陳睿宏老師的國文－中國思想名作選讀課程difficult分數為84.72,busy分數為97.85,low分數為81.87,high分數為98.58,easy分數為99.21,interesting分數為99.55,clear分數為99.6,implicit分數為98.89,heavy分數為96.79,boring分數為65.98,thoughtful分數為99.6,sweet分數為99.4,hard分數為82.67,cold分數為91.85."
"蕭裕民老師的國文－中國思想名作選讀課程difficult分數為92.27,busy分數為95.03,low分數為82.1,high分數為95.11,easy分數為78.23,interesting分數為96.24,clear分數為95.49,implicit分數為95.87,heavy分數為91.98,boring分數為84.65,thoughtful分數為97.62,sweet分數為92.16,hard分數為92.99,cold分數為82.74."
"林宏明老師的國文－中國語言文字名作選讀課程difficult分數為84.89,busy分數為88.59,low分數為86.42,high分數為89.65,easy分數為64.59,interesting分數為91.55,clear分數為88.15,implicit分數為91.36,heavy分數為86.34,boring分數為40.81,thoughtful分數為94.16,sweet分數為83.74,hard分數為82.47,cold分數為78.97."
"洪燕梅老師的國文－中國語言文字名作選讀課程difficult分數為90.15,busy分數為93.79,low分數為88.85,high分數為97.07,easy分數為68.33,interesting分數為98.63,clear分數為97.4,implicit分數為97.07,heavy分數為96.03,boring分數為31.2,thoughtful分數為98.62,sweet分數為97.01,hard分數為94.24,cold分數為81.04."
"宋韻珊老師的國文－中國語言文字名作選讀課程difficult分數為88.54,busy分數為92.12,low分數為84.83,high分數為92.65,easy分數為94.17,interesting分數為95.66,clear分數為95.14,implicit分數為94.83,heavy分數為90.53,boring分數為84.13,thoughtful分數為96.18,sweet分數為94.14,hard分數為88.37,cold分數為90.02."
"許東海老師的國文－古典詩選讀課程difficult分數為68.03,busy分數為85.42,low分數為86.2,high分數為96.83,easy分數為77.92,interesting分數為95.81,clear分數為92.07,implicit分數為94.99,heavy分數為86.49,boring分數為54.13,thoughtful分數為96.54,sweet分數為93.82,hard分數為75.06,cold分數為76.86."
"車行健老師的國文－古典散文選讀課程difficult分數為97.2,busy分數為97.41,low分數為96.91,high分數為98.39,easy分數為98.15,interesting分數為99.16,clear分數為99.53,implicit分數為98.58,heavy分數為98.86,boring分數為95.69,thoughtful分數為99.69,sweet分數為99.26,hard分數為98.89,cold分數為96.37."
"紀大偉老師的國文－臺灣文學選讀課程difficult分數為95.06,busy分數為64.52,low分數為44.09,high分數為60.83,easy分數為8.29,interesting分數為92.51,clear分數為77.77,implicit分數為64.7,heavy分數為37.03,boring分數為19.56,thoughtful分數為89.86,sweet分數為77.55,hard分數為91.23,cold分數為45.69."
"曾守正老師的國文－臺灣文學選讀課程difficult分數為56.84,busy分數為72.06,low分數為47.82,high分數為67.63,easy分數為23.67,interesting分數為73.35,clear分數為75.02,implicit分數為79.31,heavy分數為69.49,boring分數為22.98,thoughtful分數為81.77,sweet分數為62.88,hard分數為51.04,cold分數為47.17."
"林啟屏老師的國文－中國思想名作選讀課程difficult分數為97.17,busy分數為97.57,low分數為83.98,high分數為97.48,easy分數為91.42,interesting分數為98.93,clear分數為98.48,implicit分數為97.88,heavy分數為96.83,boring分數為45.94,thoughtful分數為98.94,sweet分數為97.76,hard分數為96.55,cold分數為91.48."
"陳睿宏老師的進階國文－易經課程difficult分數為86.85,busy分數為54.15,low分數為4.56,high分數為86.62,easy分數為2.46,interesting分數為99.16,clear分數為87.22,implicit分數為38.75,heavy分數為10.72,boring分數為0.05,thoughtful分數為96.28,sweet分數為97.91,hard分數為78.41,cold分數為0.06."
"涂艷秋老師的國文（一）課程difficult分數為78.24,busy分數為64.09,low分數為87.38,high分數為11.76,easy分數為0.73,interesting分數為63.85,clear分數為14.42,implicit分數為56.52,heavy分數為92.65,boring分數為1.0,thoughtful分數為69.25,sweet分數為8.77,hard分數為66.33,cold分數為24.21."
"陳逢源老師的國文（一）課程difficult分數為92.79,busy分數為94.02,low分數為73.13,high分數為93.64,easy分數為91.37,interesting分數為99.13,clear分數為98.32,implicit分數為89.46,heavy分數為91.39,boring分數為41.29,thoughtful分數為98.93,sweet分數為99.02,hard分數為97.47,cold分數為81.36."
"楊明璋老師的國文（一）課程difficult分數為95.86,busy分數為91.57,low分數為56.24,high分數為35.36,easy分數為5.08,interesting分數為75.78,clear分數為34.28,implicit分數為66.54,heavy分數為84.71,boring分數為46.23,thoughtful分數為79.34,sweet分數為65.86,hard分數為90.59,cold分數為60.32."
"宋韻珊老師的國文（一）課程difficult分數為59.03,busy分數為29.63,low分數為13.34,high分數為96.32,easy分數為37.45,interesting分數為97.78,clear分數為95.3,implicit分數為54.81,heavy分數為7.44,boring分數為5.45,thoughtful分數為82.46,sweet分數為92.42,hard分數為61.62,cold分數為0.57."
"張惠珍老師的國文（一）課程difficult分數為85.72,busy分數為89.44,low分數為39.18,high分數為88.91,easy分數為60.43,interesting分數為97.12,clear分數為84.36,implicit分數為79.48,heavy分數為48.97,boring分數為3.08,thoughtful分數為93.14,sweet分數為87.28,hard分數為92.16,cold分數為25.81."
"高莉芬老師的國文－古典詩選讀課程difficult分數為96.47,busy分數為98.42,low分數為90.08,high分數為97.86,easy分數為94.16,interesting分數為98.96,clear分數為98.68,implicit分數為98.29,heavy分數為97.09,boring分數為81.07,thoughtful分數為98.78,sweet分數為98.18,hard分數為97.3,cold分數為93.85."
"楊明璋老師的國文－古典詩選讀課程difficult分數為81.05,busy分數為91.28,low分數為83.49,high分數為90.19,easy分數為70.9,interesting分數為93.26,clear分數為90.31,implicit分數為96.22,heavy分數為87.5,boring分數為48.67,thoughtful分數為96.4,sweet分數為89.31,hard分數為73.47,cold分數為72.92."
"張惠珍老師的國文－現代小說選讀課程difficult分數為87.35,busy分數為93.18,low分數為37.37,high分數為36.72,easy分數為11.28,interesting分數為56.26,clear分數為68.73,implicit分數為45.78,heavy分數為60.75,boring分數為15.19,thoughtful分數為44.73,sweet分數為48.73,hard分數為86.45,cold分數為34.98."
"崔末順老師的國文－臺灣文學選讀課程difficult分數為30.99,busy分數為48.75,low分數為22.92,high分數為37.22,easy分數為6.07,interesting分數為26.6,clear分數為24.94,implicit分數為36.61,heavy分數為26.14,boring分數為10.0,thoughtful分數為53.96,sweet分數為14.52,hard分數為28.81,cold分數為10.09."
"陳英傑老師的國文－古典詩選讀課程difficult分數為90.67,busy分數為92.33,low分數為83.3,high分數為88.01,easy分數為74.07,interesting分數為94.22,clear分數為94.4,implicit分數為93.27,heavy分數為92.62,boring分數為61.27,thoughtful分數為94.66,sweet分數為83.62,hard分數為90.2,cold分數為80.39."
"林桂如老師的國文－古典小說選讀課程difficult分數為91.18,busy分數為93.31,low分數為81.61,high分數為91.79,easy分數為87.64,interesting分數為97.36,clear分數為96.98,implicit分數為97.16,heavy分數為92.11,boring分數為67.76,thoughtful分數為98.37,sweet分數為97.85,hard分數為89.21,cold分數為93.26."
"張惠珍老師的國文－臺灣文學選讀課程difficult分數為97.92,busy分數為90.15,low分數為49.06,high分數為65.93,easy分數為1.06,interesting分數為97.18,clear分數為46.34,implicit分數為35.62,heavy分數為37.61,boring分數為1.7,thoughtful分數為97.32,sweet分數為68.04,hard分數為91.42,cold分數為8.62."
"侯雲舒老師的國文（二）課程difficult分數為89.51,busy分數為80.99,low分數為9.34,high分數為86.27,easy分數為5.97,interesting分數為98.72,clear分數為97.02,implicit分數為47.37,heavy分數為47.32,boring分數為0.63,thoughtful分數為98.8,sweet分數為98.17,hard分數為88.03,cold分數為15.63."
"涂艷秋老師的國文（二）課程difficult分數為99.45,busy分數為99.92,low分數為13.13,high分數為65.4,easy分數為0.01,interesting分數為99.3,clear分數為85.95,implicit分數為5.03,heavy分數為99.9,boring分數為0.01,thoughtful分數為97.68,sweet分數為98.25,hard分數為99.7,cold分數為0.13."
